5.7	12.4	15.1	22.4	26.6	35.4
5.7	12.4	15.2	24.0	32.1	39.7
5.7 	12.4	15.3	24.4	33.2	41.7
5.7	12.4	15.3	24.7	33.9	43.2
5.7	12.4	15.4	24.9	34.8	44.6
5.7	12.4	15.4	25.4	35.9	46.4
5.7	12.5	15.5	26.5	37.6	48.7
5.9	16.4	16.4	28.2	40.1	52.0
